interest_rate,verified_income,debt_to_income,credit_util,public_record_bankrupt,term,issue_month,inquiries_last_12m
12.62,Source Verified,10.62,0.03,0,36,18-Jan,3
12.61,Source Verified,26.13,0.12,0,36,18-Mar,3
10.42,Source Verified,11.46,0.37,0,36,18-Jan,0
10.91,Not Verified,23.36,0.27,0,36,18-Jan,1
21.45,Verified,9.67,0.25,0,36,18-Jan,6
11.98,Not Verified,29.67,0.25,0,60,18-Feb,2
9.93,Source Verified,11.22,0.84,0,36,18-Jan,5
25.82,Verified,16.06,0.13,0,36,18-Jan,2
10.42,Not Verified,18.04,0.23,0,36,18-Feb,0
19.03,Verified,78.31,0.35,0,60,18-Jan,4
12.61,Verified,34.08,0.39,1,36,18-Mar,3
21.45,Source Verified,27.03,0.43,0,60,18-Feb,3
25.82,Verified,28.24,0.56,0,60,18-Feb,0
6.71,Source Verified,22.07,0.33,0,36,18-Mar,0
16.01,Verified,10.3,0.09,0,36,18-Mar,1
21.45,Source Verified,34.15,0.74,0,36,18-Feb,0
5.32,Not Verified,27.17,0.32,0,36,18-Feb,1
6.72,Source Verified,23.93,0.2,0,36,18-Jan,0
12.62,Not Verified,6.1,0.33,0,60,18-Feb,0
9.93,Not Verified,23.05,0.52,0,36,18-Jan,1
10.42,Source Verified,0,0,0,36,18-Jan,0
12.62,Source Verified,9.84,0.5,0,36,18-Feb,1
17.09,Verified,8.41,0.11,0,36,18-Feb,1
28.72,Source Verified,22.1,0.88,0,60,18-Mar,1
6.08,Not Verified,9.81,0.13,0,36,18-Jan,0
10.42,Source Verified,18.52,0.26,1,36,18-Feb,5
16.01,Verified,24.89,0.19,0,36,18-Feb,1
7.97,Source Verified,25.11,0.68,0,36,18-Feb,2
11.99,Not Verified,22.54,0.83,0,36,18-Feb,2
15.05,Not Verified,12.89,0.45,0,60,18-Jan,3
21.85,Source Verified,20.84,0.68,0,60,18-Mar,2
10.9,Source Verified,12.32,0.46,0,36,18-Feb,8
5.31,Source Verified,7.29,0.04,0,36,18-Mar,4
10.42,Source Verified,2.25,0.34,0,36,18-Jan,0
6.07,Source Verified,5.44,0.08,0,36,18-Mar,1
7.35,Not Verified,6.87,0.3,0,36,18-Feb,0
6.71,Not Verified,9.92,0.23,0,36,18-Mar,1
7.97,Source Verified,25.16,0.74,0,36,18-Jan,5
10.42,Source Verified,13.79,0.71,0,36,18-Feb,5
11.99,Verified,20.2,0.24,0,60,18-Feb,1
15.05,Verified,30.33,0.19,0,60,18-Jan,3
28.72,Verified,27.57,0.71,0,60,18-Mar,0
6.72,Verified,10.52,0.18,0,36,18-Jan,2
26.77,Not Verified,15.73,0.06,0,36,18-Mar,7
6.08,Source Verified,10.54,0.11,0,36,18-Jan,1
16.01,Not Verified,22.04,0.75,0,36,18-Mar,1
19.03,Verified,17.79,0.55,0,60,18-Feb,2
9.44,Source Verified,16.42,0.62,1,36,18-Jan,1
9.44,Verified,3.08,0.34,0,36,18-Jan,1
5.31,Source Verified,11.85,0.16,0,36,18-Mar,3
9.43,Source Verified,28.6,0.2,0,36,18-Mar,1
9.43,Not Verified,16.76,0.26,0,36,18-Mar,1
25.82,Verified,31.04,0.18,0,36,18-Jan,3
11.98,Source Verified,17.67,0.13,0,60,18-Mar,1
7.97,Source Verified,29.24,0.46,0,36,18-Feb,0
13.58,Verified,15,0.68,0,60,18-Mar,5
9.92,Not Verified,30.1,0.15,0,36,18-Mar,3
16.02,Source Verified,13.99,0.54,0,36,18-Feb,0
6.72,Not Verified,NA,0.2,0,36,18-Jan,2
5.32,Verified,4.76,0.01,0,36,18-Jan,1
7.35,Not Verified,16.7,0.12,0,36,18-Jan,0
11.99,Not Verified,19.22,0.16,0,60,18-Jan,6
11.98,Source Verified,8.85,0.33,0,60,18-Mar,2
10.91,Not Verified,17.36,0.69,1,36,18-Jan,3
9.43,Verified,56.76,0.31,0,36,18-Mar,3
6.07,Not Verified,18.76,0.32,0,36,18-Mar,1
19.42,Source Verified,14.32,0.52,0,60,18-Mar,1
5.32,Verified,20.32,0.14,0,36,18-Jan,1
14.08,Not Verified,16.92,0.26,0,60,18-Feb,2
6.07,Source Verified,10.08,0.17,0,36,18-Mar,0
15.05,Verified,25.02,0.82,0,36,18-Jan,0
11.98,Not Verified,11.49,0.14,0,60,18-Mar,4
24.84,Source Verified,23.38,0.96,0,60,18-Mar,3
14.07,Not Verified,4.45,0.44,1,36,18-Feb,2
12.62,Verified,17.86,0.68,0,36,18-Feb,1
10.9,Not Verified,16.18,0.55,0,36,18-Mar,1
17.09,Not Verified,15.72,0.58,0,60,18-Jan,2
14.08,Verified,32.73,0.33,0,60,18-Feb,10
18.06,Source Verified,15.9,0.79,1,36,18-Jan,3
10.41,Verified,41.42,0.26,0,36,18-Feb,0
12.62,Not Verified,14.89,0.2,0,60,18-Feb,4
10.41,Not Verified,20.97,0.1,0,36,18-Mar,1
9.44,Source Verified,17.17,0.22,0,36,18-Jan,1
10.42,Verified,17.24,0.35,0,36,18-Jan,1
10.91,Verified,28.14,0.32,0,36,18-Jan,1
13.59,Source Verified,11.46,0.73,0,36,18-Feb,0
12.62,Source Verified,30.27,0.68,0,60,18-Feb,5
6.08,Source Verified,18.14,0.4,0,36,18-Feb,2
9.44,Source Verified,6.36,0.55,0,36,18-Jan,0
14.07,Source Verified,5.7,0.98,0,36,18-Mar,0
11.99,Verified,44.29,1.22,0,36,18-Feb,2
13.59,Verified,33.55,0.37,0,60,18-Feb,2
9.44,Verified,31.24,0.45,0,36,18-Feb,0
7.96,Not Verified,9.59,0.42,0,36,18-Mar,1
6.72,Not Verified,15.18,0.53,0,36,18-Feb,1
12.62,Source Verified,13.99,0.08,0,60,18-Feb,0
10.9,Verified,26.63,0.62,1,36,18-Feb,2
7.34,Source Verified,27.9,0.38,0,36,18-Mar,0
18.06,Not Verified,17.78,0.08,0,60,18-Feb,3
21.45,Source Verified,7.15,0.05,0,36,18-Jan,1
6.71,Source Verified,9.81,0.06,0,36,18-Mar,4
9.93,Not Verified,6.31,0.45,0,36,18-Feb,2
7.34,Verified,43.38,0.12,0,36,18-Mar,4
11.99,Source Verified,0.75,0,0,36,18-Jan,0
9.43,Verified,28.69,0.83,0,36,18-Mar,0
10.91,Verified,27.66,1.05,0,36,18-Feb,1
9.92,Not Verified,27.76,0.42,1,36,18-Mar,13
10.41,Source Verified,14.8,0.17,0,36,18-Mar,6
7.34,Source Verified,17.77,0.15,0,36,18-Feb,2
11.99,Source Verified,9.07,0.68,1,36,18-Feb,0
9.93,Not Verified,22.57,0.9,0,36,18-Jan,0
9.93,Not Verified,14.04,0.62,0,36,18-Jan,0
17.09,Source Verified,17.66,1.1,0,36,18-Feb,1
6.72,Source Verified,8.23,0.1,0,36,18-Jan,1
6.72,Source Verified,4.09,0.05,0,36,18-Jan,2
13.58,Source Verified,5,0.08,1,60,18-Feb,5
6.72,Not Verified,9.35,0.08,0,36,18-Jan,1
11.98,Source Verified,11.63,0.17,0,36,18-Mar,0
6.08,Verified,7.6,0.03,0,36,18-Jan,1
19.03,Source Verified,16.6,0.7,0,60,18-Jan,4
24.85,Not Verified,9.73,0.26,0,60,18-Jan,0
14.08,Not Verified,13.39,0.17,1,36,18-Jan,4
20.39,Verified,8.51,0.66,0,36,18-Mar,1
10.42,Source Verified,8.02,0.49,0,36,18-Jan,1
10.41,Source Verified,6.49,0.13,0,36,18-Mar,5
7.96,Source Verified,25.23,0.17,0,36,18-Mar,4
19.03,Verified,33.9,0.28,0,60,18-Feb,1
19.42,Verified,15.8,0.14,0,60,18-Feb,2
9.93,Source Verified,13.2,0.12,0,36,18-Feb,2
13.58,Not Verified,14.6,0.54,0,36,18-Mar,0
10.9,Source Verified,4.29,0.35,0,36,18-Mar,0
7.96,Verified,31.89,0.52,0,36,18-Mar,1
10.42,Source Verified,30.13,0.29,0,60,18-Jan,3
20,Verified,21.5,0.77,1,36,18-Jan,3
19.03,Source Verified,31.76,0.67,1,60,18-Feb,0
14.07,Source Verified,15.92,0.68,1,36,18-Mar,2
6.08,Source Verified,15.47,0.16,0,36,18-Feb,0
7.97,Source Verified,17.1,0.07,1,36,18-Jan,2
23.88,Verified,19.44,0.42,0,60,18-Jan,1
10.42,Source Verified,11.95,0.28,0,36,18-Jan,0
7.35,Not Verified,19.29,0.06,1,36,18-Jan,5
14.08,Not Verified,19.71,0.09,1,36,18-Feb,0
7.35,Not Verified,14.23,0.92,0,36,18-Jan,2
7.35,Not Verified,37.49,0.23,0,36,18-Jan,2
13.58,Not Verified,11.23,0.28,1,36,18-Mar,0
16.02,Source Verified,24.53,0.63,1,36,18-Feb,2
25.81,Verified,18.95,0.48,0,60,18-Mar,3
15.04,Source Verified,25.16,0.88,0,36,18-Mar,1
10.42,Source Verified,5.39,0.09,0,60,18-Jan,3
13.59,Not Verified,12.37,0.19,0,36,18-Jan,5
14.08,Not Verified,22.3,0.66,0,36,18-Feb,0
6.72,Not Verified,26.71,0.11,0,36,18-Jan,0
20,Not Verified,15.11,0.2,0,36,18-Jan,1
9.93,Not Verified,13.38,0.51,0,60,18-Jan,0
7.35,Source Verified,5.7,0.07,0,60,18-Feb,4
10.42,Source Verified,27.78,0.25,0,36,18-Jan,0
11.99,Verified,28.66,0.37,0,36,18-Feb,10
9.93,Not Verified,66.18,0.19,0,36,18-Feb,0
11.99,Source Verified,18.42,0.77,0,36,18-Feb,0
10.91,Source Verified,19.97,0.7,0,36,18-Jan,1
7.97,Not Verified,19.36,0.55,1,36,18-Jan,1
10.9,Source Verified,25.14,0.77,0,60,18-Mar,0
6.08,Not Verified,8.57,0.04,0,36,18-Jan,0
19.42,Not Verified,15.03,0.83,0,36,18-Mar,1
13.59,Verified,26.12,0.27,0,36,18-Feb,3
17.09,Source Verified,14.29,0.46,0,36,18-Jan,11
14.07,Verified,18.48,0.6,0,36,18-Mar,1
20,Source Verified,26.56,0.29,0,36,18-Feb,2
19.03,Verified,8.66,1.22,0,36,18-Jan,1
9.92,Source Verified,8.47,0.11,0,36,18-Mar,1
6.07,Source Verified,2.22,0.15,0,36,18-Mar,0
18.45,Verified,15.48,0.13,0,36,18-Mar,1
7.35,Not Verified,25.99,0.45,0,36,18-Feb,1
7.96,Not Verified,14.31,0.44,0,36,18-Mar,0
14.08,Not Verified,7.37,0.54,0,60,18-Jan,2
6.08,Not Verified,6.07,0.06,0,36,18-Feb,1
10.42,Verified,26.79,0.23,0,36,18-Jan,0
6.07,Source Verified,22.38,0.29,0,36,18-Mar,0
10.91,Source Verified,14.54,0.29,0,36,18-Jan,2
9.92,Source Verified,20.01,0.45,0,36,18-Mar,7
6.08,Not Verified,17.96,0.31,0,36,18-Feb,3
9.43,Source Verified,5.87,0.18,0,60,18-Feb,0
7.35,Not Verified,7.37,0.69,0,36,18-Mar,0
12.61,Not Verified,15.13,0.54,0,36,18-Mar,2
9.93,Verified,27.55,0.19,0,36,18-Jan,2
15.05,Source Verified,0.34,0.02,0,60,18-Feb,7
13.59,Verified,22.71,0.15,1,60,18-Feb,0
20.39,Source Verified,11.44,0.77,0,36,18-Mar,4
11.98,Not Verified,29.35,0.44,0,36,18-Mar,0
15.05,Verified,19.8,0.75,0,36,18-Jan,0
10.42,Source Verified,33.45,0.84,0,36,18-Jan,5
9.93,Source Verified,21.56,1.1,0,36,18-Feb,1
20,Verified,24.54,0.8,0,36,18-Jan,2
11.99,Source Verified,9.89,0.07,0,36,18-Jan,2
14.08,Verified,35.82,0.55,0,36,18-Jan,0
6.71,Not Verified,21.43,0.64,0,36,18-Feb,1
7.97,Not Verified,27.89,0.27,0,60,18-Feb,0
14.07,Source Verified,25.98,0.69,0,60,18-Mar,5
5.32,Not Verified,18.89,0.16,0,36,18-Jan,0
17.09,Verified,27.44,0.2,0,36,18-Feb,2
7.34,Not Verified,13.56,0.29,0,36,18-Mar,0
17.09,Not Verified,14.38,0.03,0,60,18-Jan,2
12.62,Source Verified,7.3,0.29,1,60,18-Feb,2
28.72,Source Verified,15.34,0.12,0,60,18-Feb,2
14.08,Verified,29.26,1.34,1,36,18-Feb,3
7.35,Source Verified,16.11,0.21,0,36,18-Feb,2
24.84,Source Verified,40.12,0.16,0,60,18-Mar,6
25.82,Source Verified,14.2,0.79,0,60,18-Feb,0
9.43,Not Verified,30.69,0.56,0,36,18-Feb,1
15.05,Verified,1.84,0.04,0,60,18-Feb,0
9.92,Source Verified,33.71,0.12,0,36,18-Mar,2
10.42,Not Verified,13,0.5,1,36,18-Feb,3
6.72,Source Verified,15.59,0.12,0,36,18-Jan,1
9.92,Source Verified,14.54,0.05,0,36,18-Mar,2
12.62,Verified,18.69,0.72,0,36,18-Feb,2
19.42,Source Verified,24.09,0.84,0,60,18-Mar,1
10.91,Source Verified,19.36,0.69,1,36,18-Feb,3
18.45,Not Verified,19.28,0.29,0,60,18-Mar,1
9.44,Not Verified,16.99,0.12,0,36,18-Jan,1
5.31,Source Verified,24.04,0.94,0,36,18-Mar,0
7.34,Source Verified,4.69,0.13,0,36,18-Mar,2
29.69,Verified,15.55,0.62,0,60,18-Feb,2
16.02,Source Verified,16.77,0.67,0,36,18-Jan,1
6.72,Not Verified,15.3,0.2,0,36,18-Jan,5
25.81,Not Verified,22.37,0.36,0,60,18-Mar,1
5.32,Not Verified,14.14,0.43,0,36,18-Feb,1
20.39,Source Verified,25.37,0.41,0,60,18-Mar,5
19.42,Verified,15.84,0.12,0,36,18-Mar,3
13.59,Source Verified,25.61,0.28,0,36,18-Jan,5
10.91,Source Verified,24.03,0.17,0,36,18-Feb,5
6.71,Source Verified,18.28,0.08,0,36,18-Mar,1
7.34,Not Verified,20.89,0.31,0,36,18-Mar,0
7.96,Source Verified,9.02,0.76,0,60,18-Mar,0
5.31,Source Verified,19.53,0.41,0,36,18-Feb,2
6.72,Source Verified,34.02,0.07,0,36,18-Jan,2
6.08,Source Verified,5.52,0.11,0,36,18-Feb,1
18.45,Source Verified,23.04,0.18,1,60,18-Mar,4
13.59,Verified,6.09,0.14,0,60,18-Feb,6
10.42,Verified,15.37,0.51,0,36,18-Jan,4
9.44,Not Verified,15.67,0.17,0,60,18-Feb,0
9.93,Verified,37.12,0.64,0,36,18-Jan,2
7.34,Source Verified,25.23,0.4,0,36,18-Mar,0
17.09,Source Verified,52.78,0.79,0,36,18-Feb,1
9.43,Source Verified,24.82,0.22,0,60,18-Mar,1
7.97,Source Verified,24.76,0.74,0,36,18-Jan,1
6.08,Not Verified,13.45,0.69,0,36,18-Jan,1
10.41,Not Verified,0.45,0.24,0,36,18-Mar,0
17.09,Verified,56.56,0.33,0,60,18-Mar,3
10.42,Source Verified,13.79,0.21,0,36,18-Feb,0
10.9,Source Verified,16.78,0.21,0,36,18-Mar,2
7.34,Source Verified,7.37,0.1,0,60,18-Mar,0
9.93,Source Verified,3.66,0.04,0,60,18-Feb,0
16.02,Verified,5.24,0.05,0,60,18-Jan,2
9.92,Source Verified,10.72,0.25,0,36,18-Mar,0
11.98,Source Verified,11.96,0.62,0,36,18-Mar,0
6.08,Source Verified,15.01,0.18,0,36,18-Jan,4
5.32,Source Verified,17.71,0.57,0,36,18-Feb,0
9.93,Source Verified,22.09,0.23,0,60,18-Jan,0
13.59,Source Verified,27.51,0.25,0,60,18-Feb,4
9.44,Source Verified,31.94,0.63,0,36,18-Feb,2
10.91,Source Verified,15.46,0.66,0,36,18-Jan,3
9.93,Source Verified,25.79,0.49,0,60,18-Feb,1
21.85,Source Verified,15.84,0.68,0,60,18-Mar,2
21.85,Verified,40.7,0.16,0,36,18-Mar,1
10.91,Source Verified,9.87,0.52,0,36,18-Feb,2
13.59,Verified,0.97,0.2,0,60,18-Jan,4
12.61,Not Verified,10.34,0.44,0,36,18-Mar,4
12.62,Source Verified,19.87,1.1,0,60,18-Feb,1
16.02,Verified,16.86,0.28,0,36,18-Feb,5
10.42,Not Verified,13.33,0.28,0,36,18-Jan,0
20,Not Verified,11.72,0.32,0,36,18-Jan,0
13.58,Source Verified,19.46,0.64,1,36,18-Mar,2
12.61,Source Verified,2.74,0.07,0,60,18-Mar,1
6.08,Not Verified,7.95,0.44,0,36,18-Jan,3
13.58,Source Verified,26.07,0.12,0,36,18-Mar,4
7.96,Not Verified,29.59,0.52,0,36,18-Mar,0
11.99,Source Verified,20.19,0.08,0,36,18-Jan,2
16.01,Source Verified,27.95,0.62,0,36,18-Mar,3
6.72,Not Verified,11.11,0.24,0,36,18-Jan,2
17.09,Source Verified,16.01,0.75,1,60,18-Feb,0
14.08,Source Verified,5.89,0.05,0,60,18-Feb,2
7.34,Source Verified,19.84,0.26,0,60,18-Mar,0
7.97,Not Verified,33.82,0.47,0,36,18-Jan,3
6.72,Not Verified,19.34,0.76,0,36,18-Jan,1
15.04,Verified,13.98,0.68,0,36,18-Mar,4
7.96,Verified,36.88,0.05,0,36,18-Feb,1
6.08,Not Verified,20.93,0.66,0,36,18-Jan,0
6.08,Not Verified,19.55,0.3,0,36,18-Jan,2
18.45,Verified,28.39,0.31,0,36,18-Mar,1
7.97,Not Verified,17.73,0.62,0,36,18-Feb,3
9.44,Not Verified,6.7,0.32,0,60,18-Jan,0
13.58,Verified,19.42,0.73,0,36,18-Mar,0
10.42,Verified,44.15,0.23,0,60,18-Jan,5
7.35,Source Verified,37.45,0.5,0,36,18-Feb,0
10.91,Not Verified,12.45,0.43,0,36,18-Feb,9
7.97,Not Verified,37.92,0.46,0,36,18-Feb,4
10.41,Not Verified,17.83,0.47,0,36,18-Mar,0
21.45,Not Verified,36.9,0.79,0,36,18-Jan,2
5.32,Not Verified,8.55,0.17,0,36,18-Jan,0
15.05,Verified,30.89,0.26,0,60,18-Jan,1
18.45,Source Verified,2.32,0.87,0,60,18-Mar,1
12.61,Verified,11.2,0.58,0,36,18-Mar,0
21.45,Not Verified,13.42,0.29,0,60,18-Jan,1
9.44,Not Verified,24.09,0.23,0,60,18-Jan,4
6.07,Source Verified,17.08,0.24,0,36,18-Mar,2
16.02,Source Verified,3.47,0.05,0,36,18-Feb,9
7.34,Not Verified,19.41,0.44,0,36,18-Mar,0
7.96,Verified,16.05,0.19,0,60,18-Mar,1
13.58,Verified,24.41,0.3,0,60,18-Mar,5
9.93,Not Verified,29.38,0.7,0,36,18-Feb,3
13.59,Source Verified,0.95,0.16,0,36,18-Jan,0
10.41,Not Verified,29.16,0.73,0,36,18-Mar,1
10.41,Verified,25.68,0.17,0,36,18-Feb,0
21.85,Not Verified,15.66,0.47,0,36,18-Feb,0
9.93,Source Verified,8.74,0.11,0,36,18-Jan,6
11.98,Verified,34.19,0.86,0,36,18-Mar,0
9.44,Source Verified,13.2,0.89,0,36,18-Jan,0
6.08,Verified,3.1,0.18,0,36,18-Jan,0
7.35,Not Verified,7.28,0.1,0,36,18-Feb,0
17.09,Source Verified,30.67,0.56,0,36,18-Jan,3
19.03,Not Verified,NA,0.38,0,36,18-Feb,0
15.05,Not Verified,12.83,0.59,0,36,18-Feb,2
10.42,Source Verified,11.92,0.2,1,36,18-Jan,0
7.96,Source Verified,8.01,0.2,0,36,18-Mar,5
15.05,Source Verified,18.41,0.57,0,36,18-Jan,0
7.97,Not Verified,8.78,0.05,0,36,18-Jan,2
13.58,Verified,15.4,0.48,0,36,18-Mar,0
9.43,Source Verified,9.06,0.41,0,36,18-Feb,1
19.03,Source Verified,10.68,0.32,0,36,18-Feb,6
9.44,Not Verified,36.31,0.59,0,36,18-Feb,0
11.99,Source Verified,12.54,0.85,0,36,18-Feb,1
10.41,Source Verified,11.26,0.27,2,36,18-Mar,3
9.92,Verified,31.12,0.6,1,36,18-Mar,0
7.97,Source Verified,15.24,0.63,0,36,18-Jan,0
9.43,Not Verified,28.66,0.58,0,36,18-Feb,1
6.72,Not Verified,3.35,0.2,0,36,18-Jan,0
15.04,Source Verified,7.24,0.54,0,36,18-Mar,1
9.44,Not Verified,14.97,0.09,0,36,18-Feb,0
10.91,Source Verified,20.46,0.19,0,36,18-Feb,1
16.01,Not Verified,32.4,0.42,0,36,18-Feb,0
10.41,Not Verified,38.46,0.27,0,36,18-Mar,2
16.01,Verified,35.35,0.57,1,36,18-Mar,0
16.02,Source Verified,19.34,0.18,0,60,18-Jan,0
14.08,Verified,31.74,0.19,0,36,18-Feb,3
20,Verified,58.06,0.71,0,36,18-Mar,1
7.34,Source Verified,20.59,0.32,0,36,18-Feb,2
7.97,Not Verified,13.08,0.54,0,36,18-Jan,0
6.08,Source Verified,21.82,0.26,0,36,18-Feb,0
9.43,Source Verified,16.33,0.13,0,36,18-Mar,9
11.99,Source Verified,31.79,0.84,0,60,18-Feb,6
15.05,Source Verified,17.04,0.16,1,60,18-Feb,1
11.99,Source Verified,10.87,0.19,0,60,18-Feb,3
20,Verified,33.82,0.59,0,36,18-Mar,8
7.35,Verified,24.42,0.19,0,36,18-Jan,3
9.43,Not Verified,10.87,0.49,0,36,18-Mar,1
11.99,Not Verified,28.23,0.52,0,36,18-Feb,2
18.45,Source Verified,25.38,0.68,0,36,18-Mar,0
15.05,Source Verified,37.57,0.29,0,36,18-Feb,3
9.43,Not Verified,9.51,0.08,0,36,18-Mar,0
9.93,Source Verified,10.28,0.68,0,36,18-Mar,3
13.59,Source Verified,20.75,0.68,0,60,18-Feb,10
5.32,Not Verified,18.68,0.05,0,36,18-Feb,0
16.02,Not Verified,10.01,0.61,1,36,18-Jan,7
10.41,Not Verified,33.39,0.77,0,36,18-Mar,2
10.42,Not Verified,8.4,0.29,0,36,18-Feb,4
12.62,Source Verified,209.1,0.91,0,60,18-Mar,0
7.35,Not Verified,24.54,0.56,0,36,18-Feb,0
9.93,Verified,53.94,0.31,0,36,18-Jan,0
11.99,Not Verified,24.57,0.23,0,36,18-Feb,1
13.58,Source Verified,24.69,0.26,0,60,18-Mar,4
5.31,Not Verified,11.7,0.11,0,36,18-Mar,1
11.99,Not Verified,23.86,0.48,0,60,18-Feb,2
25.82,Verified,23.61,0.53,0,36,18-Jan,1
11.98,Source Verified,13.77,0.79,0,60,18-Mar,2
5.31,Not Verified,27.48,0.11,0,36,18-Mar,0
15.05,Not Verified,31.62,0.52,0,36,18-Feb,1
10.42,Not Verified,25.49,0.15,0,60,18-Jan,10
9.92,Source Verified,16.08,0.21,0,60,18-Mar,1
10.42,Verified,18.95,0.51,0,60,18-Jan,0
12.62,Verified,29.52,0.79,0,36,18-Jan,4
6.71,Source Verified,12.8,0.18,0,36,18-Mar,2
10.91,Source Verified,25.56,0.19,0,36,18-Feb,2
11.99,Source Verified,15.92,0.96,0,60,18-Jan,0
19.03,Not Verified,28.84,0.28,0,36,18-Feb,0
13.59,Verified,31.17,0.57,1,36,18-Jan,2
6.71,Not Verified,13.05,0.09,0,36,18-Mar,0
16.01,Verified,30.53,1.18,0,36,18-Mar,1
15.05,Verified,9.83,0.03,0,60,18-Feb,1
23.88,Source Verified,19.14,0.8,0,60,18-Jan,0
12.61,Source Verified,10.9,0.09,0,36,18-Mar,10
22.9,Source Verified,16.89,0.85,0,36,18-Mar,2
12.62,Verified,11.41,0.46,0,36,18-Jan,0
18.45,Verified,23.25,0.67,0,60,18-Mar,1
12.62,Source Verified,76.5,0.6,0,36,18-Jan,1
11.99,Not Verified,15.98,0.19,0,36,18-Feb,4
18.06,Not Verified,9.96,0.17,0,36,18-Feb,1
6.72,Not Verified,16.25,0.11,0,36,18-Jan,2
17.47,Source Verified,7.89,0.63,0,36,18-Mar,0
6.08,Not Verified,7.58,0.12,0,36,18-Jan,0
16.02,Verified,1,0.16,0,60,18-Jan,1
6.07,Verified,10.18,0.09,0,36,18-Mar,1
10.42,Source Verified,23.36,1.05,0,36,18-Feb,0
20,Not Verified,16.1,0.77,0,60,18-Jan,0
5.32,Not Verified,31.64,0.35,0,36,18-Jan,1
20,Source Verified,10.33,0.81,1,60,18-Jan,3
9.93,Source Verified,10.23,0.18,0,36,18-Jan,1
21.45,Verified,4.55,0.48,0,36,18-Feb,1
11.99,Verified,34.53,0.33,0,36,18-Mar,0
14.07,Not Verified,7.28,0.1,0,60,18-Feb,2
12.61,Source Verified,7.7,0.75,0,36,18-Mar,0
10.9,Not Verified,28.62,0.13,0,36,18-Mar,1
10.91,Not Verified,14.55,0.64,0,36,18-Jan,4
11.98,Source Verified,11.64,0.08,0,60,18-Mar,3
20,Source Verified,16.94,0.38,0,60,18-Feb,1
21.45,Source Verified,14.88,0.3,0,36,18-Feb,0
5.31,Not Verified,5.85,0.03,0,36,18-Mar,0
20,Verified,1.56,0,0,36,18-Jan,3
9.43,Not Verified,27.79,0.27,0,36,18-Mar,3
14.08,Verified,18.26,0.62,0,60,18-Feb,1
5.31,Not Verified,12.44,0.08,0,36,18-Mar,0
11.99,Source Verified,20.66,0.56,0,36,18-Jan,0
9.92,Not Verified,13.5,0.61,1,36,18-Mar,1
7.96,Not Verified,35.03,0.28,0,36,18-Feb,1
6.72,Source Verified,4.31,0.02,0,36,18-Jan,2
14.07,Source Verified,33.05,0.48,0,36,18-Mar,3
20.39,Source Verified,12.24,0.85,0,60,18-Feb,0
5.31,Not Verified,22.33,0.15,0,36,18-Mar,0
6.08,Source Verified,3.28,0.05,0,36,18-Jan,0
12.61,Not Verified,19.3,0.23,1,36,18-Feb,11
9.93,Source Verified,26.55,0.72,0,36,18-Feb,5
6.08,Not Verified,20.66,0.3,0,36,18-Feb,1
9.44,Source Verified,12.51,0.07,1,36,18-Jan,3
7.97,Source Verified,23.28,0.2,0,36,18-Jan,2
10.91,Source Verified,20.91,0.41,0,36,18-Jan,1
13.58,Verified,13.35,0.94,1,36,18-Mar,0
20,Source Verified,11.07,0.26,0,60,18-Feb,2
7.97,Source Verified,8.83,1,0,36,18-Jan,2
9.44,Not Verified,27.03,0.76,0,36,18-Feb,3
6.72,Not Verified,7.49,0.38,0,36,18-Jan,0
7.35,Not Verified,27.37,0.48,0,36,18-Jan,0
6.08,Verified,12.47,0.14,0,36,18-Jan,1
21.45,Not Verified,38.01,0.56,0,36,18-Feb,7
13.59,Not Verified,25,0.53,0,36,18-Jan,0
9.92,Source Verified,5.08,0.04,0,60,18-Mar,1
9.93,Source Verified,26.5,0.5,0,36,18-Jan,1
16.02,Verified,22.5,0.72,0,36,18-Jan,2
14.07,Source Verified,20.23,0.76,0,36,18-Mar,0
16.01,Not Verified,16.96,0.59,0,60,18-Feb,3
10.91,Source Verified,14.09,0.2,0,36,18-Jan,2
5.32,Verified,47.11,0.54,0,36,18-Feb,0
6.72,Not Verified,10.44,0.04,1,36,18-Feb,1
21.45,Verified,22.76,0.97,0,60,18-Feb,5
7.96,Source Verified,8.16,0.28,0,36,18-Mar,0
10.42,Source Verified,3.96,0.37,0,60,18-Jan,1
19.03,Source Verified,31.02,0.73,0,36,18-Jan,1
17.09,Verified,46.83,0.71,0,60,18-Feb,4
18.06,Source Verified,17.34,0.7,0,60,18-Jan,1
10.9,Source Verified,9.85,0.05,0,36,18-Feb,1
16.02,Verified,20.95,0.67,1,60,18-Jan,2
7.35,Source Verified,20.66,0.19,0,36,18-Jan,1
7.35,Verified,17.87,0.23,0,60,18-Jan,1
19.03,Source Verified,15.39,0.59,1,36,18-Feb,4
14.08,Verified,28.62,0.75,0,36,18-Jan,3
15.04,Source Verified,24.09,0.25,0,60,18-Mar,1
14.08,Source Verified,12.58,0.54,0,36,18-Jan,3
14.08,Source Verified,31.5,0.45,0,36,18-Jan,0
12.61,Verified,22,0.32,0,36,18-Mar,2
15.04,Not Verified,35.58,0.52,0,36,18-Mar,4
7.35,Verified,23.64,0.09,0,60,18-Jan,0
12.61,Source Verified,17.33,0.18,0,36,18-Mar,1
7.96,Source Verified,33.31,0.06,1,36,18-Mar,1
12.61,Source Verified,15.1,0.2,0,36,18-Mar,5
13.59,Source Verified,28.91,0.65,1,60,18-Jan,2
